id,sentence,M,R,S,W
2022_15, 這樣子 非常 的 可惜 ， 因為 台灣 的 東部 有 很多 觀光 資源 ， 擁有 這麼多 好 的 景點 也 沒有 人 去 看 的話 ， 真的 是 空談 。,0,1,1,0
2022_16, 自然 美景 也 會 變成 一般 的 山海 。,1,0,0,0
2022_18, 希望 政府 較 重視 這些 想法 ， 開始 建設 這 個 高速 公路 。,1,0,1,0
2025_1, 看到 有 人 為 了 發展 花蓮 的 經濟 ， 建議 興建 一 條 從 蘇澳 到 花蓮 的 高速 公路 。,0,0,1,0
2025_4, 他們 嚮往 更 富裕 生活 的 心情 我 可以 理解 ， 但 他們 沒有 為 自己 的 下 一 代 著想 ， 沒有 為 花蓮 的 生態環境 著想 。,0,1,0,0
2025_9, 路途 遙遠 ， 交通 不便 ， 有時候 也 會 給 我們 造成 困難 。,1,0,0,0
2025_10, 但 正 是 因為 每 次 經過 艱難 的 跋涉 ， 目的地 的 自然 美景 才 更加 讓 我 心曠神怡 啊 ！,1,0,0,0
2025_11, 試想 以後 高速 公路 一旦 建成 ， 人們 只 用 花 原來 一半 甚至 更 短 的 時間 就 到達 花蓮 ， 一路 舒舒服服 地 來 ， 將 不會 珍惜 眼前 的 美景 ， 走馬觀花 一 番 ， 製造 一 堆 垃圾 後 拍拍 屁股 走人 。,0,0,1,0
2027_2, 全 世界 各 地 都 在 為 自己 國家 的 經濟 發展 而 狠 下 功夫 。,0,1,1,0
2027_3, 然而 人們 在 盲目 地 為 經濟 發展 事業 而 打拼 的 同時 卻 也 嚴重 的 破壞 了 大自然 的 生態 平衡 。,0,1,1,0
2027_8, 所以 花蓮 成為 了 台灣 為數 不 多 沒有 被 開發 的 自然 景點 之 一 � 也 因為 此 花蓮 才 得以 保存 她 最 原始 最 美麗 的 風景 。,0,1,1,0
2027_9, 可是 現在 蘇花 高速 公路 的 興建 工程 一旦 開始 ， 花蓮 如 詩 如 畫 的 原始 風景 也 將要 準備 和 花蓮 人民 說 再見 吧 ！,1,0,0,0
2027_12, 同樣 的 例子 發生 在 中國 境 內 ：,1,0,0,0
2027_13, 如果 一 個 國家 為 了 發展 本 國 經濟 而 無度 破壞到 生態 平衡 的話 ， 即使 她 擁有 無盡 的 經濟 效益 又 能 怎樣 ； 她 如何 抱 著 一 大 把 鈔票 生活 在 稀薄 的 空氣 中 ？,0,0,1,0
2027_16, 這 所有 的 問題 都 證明 了 環境 保護 才 是 當下 全民 應當 重視 並且 刻不容緩 的 問題 。,0,0,1,0
2030_0, 我 對 蓋 台灣 蘇花 高速 公路 贊成 。,1,0,0,0
2030_3, 花蓮 的 高速 公路 的 建設 帶來 花蓮 經濟 發展 ， 給 花蓮 的 民眾 許多 工作 的 機會 。,1,0,0,0
2030_4, 高速 公路 的 建設 使 住在 台北 的 人 覺得 去 花蓮 旅遊 很 輕鬆 ， 甚至於 從 國外 到 台北 來 的 旅客 也 可以 吸引 。,0,0,0,1
2030_5, 這 件 事 不但 花蓮 的 經濟 ， 而且 全 台灣 的 經濟 發展 也 會 有 很 好 的 影響 。,1,0,0,0
2030_7, 我們 要 考慮 限制 用 高速 公路 車子 的 種類 跟量 。,1,0,1,0
2030_8, 如果 我們 讓 民眾 用 自己 的 車子 來 開車 到 花蓮 ， 不 限制 車子 的 種類 ， 生態環境 會 有 很 大 的 傷害 。,1,1,1,0
2030_9, 我 認為 我們 一定 要 把 台灣 特有 的 動植物 留給 後 一 代 ， 這 是 我們 很 大 的 責任 。,0,0,1,0
2030_10, 我 想要 建議 特殊 的 巴士 只 能 開 蘇花 高速 公路 。,0,0,1,1
2030_11, 這 種 巴士 能 用 太陽光 來 發出 能源 ， 不 需要 汽油 ， 絕對 不 排放 環境 傷害 的 二氧碳 。,0,0,1,1
2030_12, 中國 大陸 的 九寨溝 國定 特區 採用 過 這 種 巴士 ， 我們 從 這 觀點 來 看 ， 可以 確定 這 種 巴士 不會 傷害 生態 。,0,0,1,0
2030_13, 有 些 開車族 會 認為 用 自己 的 車子 開車 比較 輕鬆 。,0,1,1,0
2030_15, 我 希望 大家 用 巴士 到 花蓮 ， 享受 花蓮 美麗 的 景色 ， 而 貢獻 花蓮 的 經濟 發展 。,0,0,1,0
2031_1, 花蓮 是 一 個 每 年 會 吸引 不少 觀光客 、 非常 美麗 的 城市 。,1,0,0,0
2031_2, 不過 花蓮 的 居民 要 面 一 個 很 頭疼 的 問題 ， 那 就 是 物價 超貴 的 價格 。,0,0,1,0
2031_4, 如果 政府 願意 建 一 條 從 蘇澳 到 花蓮 高速 公路 就 會 減少 這 個 問題 。,1,0,0,0
2031_5, 但是 很多 科學家 反對 蘇澳 花蓮 的 高速 公路 因為 他們 以為 它 會 破壞 生態環境 。,1,0,1,0
2031_8, 美麗 花蓮 的 居民 也 跟 我們 一樣 需要 吃飯 、 需要 買 生活 用品 、 需要 開車 到 外地 探 親戚 。,0,0,1,0
2031_10, 我們 非 住 花蓮 的 人 要 好好 的 考慮 ， 哪 一 個 是 最 重要 ： 保護 環境 還是 提供 花蓮人 的 基本 需求 ？,1,0,1,0
2031_14, 做為 一 個 外國 學生 ， 我 可以 舉 一 個 例子 ， 我 本來 是 去 花蓮 學 中文 ， 但是 後來 發現 去 那裡 交通 很 不 方便 所以 後來 決定 來 台南 念 書 。,1,0,0,0
2031_17, 如果 花蓮 的 觀光客 、 學生 、 商人 增加 ， 花蓮 的 經濟 會 變好 ， 花蓮 百姓 的 平均 收入 也 會長 。,0,0,1,0
2033_0, 隨著 經濟 的 飛躍 的 發展 ， 每 個 國家 都 會 衝突 經濟 和 環保 的 問題 。,1,1,0,1
2033_1, 我 認為 這 是 一 種 理想 跟 現實 之間 造出 的 矛盾 。,0,0,1,0
2033_4, 那樣 環保 問題 越 類 越 突出 的 情況 下 ， 我們 因 該 怎樣 保護 環境 呢 ？,0,0,1,0
2033_6, 首先 ， 韓國 曾經 遇到 過 的 案例 來 說明 ， 韓國 是 山 多 水 多 的 一 個 自然 風景 好 的 國家 。,1,0,0,0
2033_7, 有 一 段 時間 ， 韓國 政府 提出 在 一 個 城市 裡 建 水庫 。,1,0,0,0
2033_8, 因為 建 水庫 會 造成 破壞 環境 的 現象 （ 如 ： 動值物 的 損失 ） ， 引起 了 各 種 環保 媒體 和 不少 人 的 反對 。,0,1,1,0
2033_9, 因此 最後 韓國 政府 選 環保 ， 那 件 計畫 是 辦 不 到 了 。,1,0,1,0
2033_10, 看 這 案例 得出 ， 台中 的 花蓮 也 是 一樣 ， 雖然 花蓮 是 美景 的 城市 ， 但 為了 地區 的 發展 興建 一 條 高速 公路 還是 不 對 的 。,1,0,1,0
2033_11, 把 興建 高速 公路 有 可能 給 花蓮 帶來 很多 經濟 發展 ， 但 這 是 剛 開始 而已 。,0,1,0,0
2033_12, 長期 來 看 ， 還是 總 有 會 造成 很 大 的 經濟 損失 ， 帶來 台中 整 個 地區 的 遭遇 ， 甚至 帶來 整個 台灣 經濟 的 損失 。,1,1,1,1
2033_13, 總之 而言 ， 環境 是 人類 需要 的 基本 要求 和 因素 ， 它 是 為 了 我們 的 人類 不斷 地 犧牲 。,1,0,1,0
2033_15, 雖然 經濟 的 發展 也 很 重要 ， 但是 保持 環保 是 更 重要 。,1,0,0,0
2033_16, 我們 應該 好好 珍惜 而 保護 這 美好 的 環境 ， 以免 出現 最後 人類 的 災難 。,1,0,1,1
2035_0, 經濟 發展 或 環境 保護 ， 到底 哪 方面 是 應當 成為 優先 的 呢 ？,0,1,0,0
2035_3, 但是 若 我 要 選擇 一 個 立場 的話 ， 我 會 支持 環境 保護 的 角落 。,0,0,1,0
2035_5, 目前 看 世界 的 環境 情況 ， 都 已 失常 到 威脅 人類 的 生存 。,1,0,0,0
2035_6, 全球 暖化 、 氣候 異常 、 動植物 的 滅種 等 ， 大自然 一直 不斷 的 向 人類 警告 。,1,0,1,0
2035_7, 已 發展 國家 為 了 因應 這些 環保 問題 ， 研究 、 考察 不已 ， 但是 他們 只 會 發現 已 被 破壞 這麼 嚴重 的 自然 還是 難以 恢復到 本然 的 美麗 。,1,0,1,0
2035_8, 就算 他們 付出 很 大 的 代價 ， 可 產生出來 的 成果 還是 極少 。,1,0,0,0
2035_10, 聽起來 可 有點 矛盾 ， 但是 我 認為 這 是 事實 。,0,0,1,0
2035_15, 人家 之所以 願意 去 花蓮 是 因為 他們 在 花蓮 可以 感到 生命 的 美麗 。,0,0,1,0
2035_16, 人家 在 花蓮 期待 看 的 不 是 剛 設立好 的 新 高速 公路 ， 而是 大自然 的 美景 。,0,0,1,0
2035_17, 在 這樣 的 情況 下 ， 若 花蓮 的 居民 還是 只 重視 眼前 的 效果 而 錯過 環保 ， 這 一 點 ， 決定 興建 高速 公路 ， 讓 花蓮 特有 的 動植物 消失 ， 將 自然 環境 破壞 ， 他們 後來 會 發現 他們 的 決定 是 完全 錯誤 的 。,0,0,1,0
2035_18, 因而 我 認為 保護 維持 現在 的 自然 環境 就 是 花蓮 的 居民 可以 做 的 最佳 的 投資 。,1,0,0,0
2035_19, 當然 這 不但 侷限 在 花蓮 的 情況 ， 而是 我 認為 全 世界 都 要 這樣 的 角度 來 看 、 來 對待 我們 的 環境 。,1,0,1,0
2035_20, 環境 被 破壞 的 問題 ， 一直 不斷 的 進行 ， 而且 加速 的 進行 著 。,0,0,1,0
2035_21, 在 這樣 的 情況 下 ， 若 人類 還是 為 著 眼前 面對 的 經濟 問題 而 輕看 環境 保護 問題 ， 使 這樣 的 狀況 一直 延續 發生 ， 人類 就 會 發現 已 變成 對 人類 的 生存 不 適合 的 地球 。,1,0,1,0
2035_22, 到 那 時刻 ， 人類 免不了 殘酷 的 結局 。,0,0,1,0
2035_23, 很 可惜 地球 已經 被 破壞到 這樣 的 程度,1,0,0,0
2037_0, 我 對 這 個 建議 支持 環境 保護 ， 因為 蘇澳 、 花蓮 都 一直 保持 很 美麗 的 環境 。,1,1,0,0
2037_1, 雖然 交通 不 方便 ， 這樣 的 情況 引起 很少 人 來 觀光 那邊 ， 但是 在 上述 環保 團體 與 生態 專家 也 提醒 ： 如果 建 一 條 高速 公路 ， 一定 會 破壞 自然界 、 動物 植物 。,1,1,1,1
2037_2, 我 述 我 的 意見 ， 現在 我們 應該 做 的 事 是 保護 現在 剩下 的 自然 及 生物 ， 可 不 是 經濟 發展 。,1,1,1,0
2037_3, 我們 在 這麼 發達 的 世界 生活 ， 還要 說 經濟 發展 嗎 ？ ？,0,1,0,0
2037_4, 我 很 想 懷疑 政府 你們 到底 想 甚麼 ？ ？,1,1,0,0
2037_5, 目前 世界 上 美麗 的 環境 、 稀少 生物 的 數量 越來越 變少 。,0,1,0,0
2037_6, 因為 每 個 現代人 的 目的 都 成為 賺錢 了 ， 所以 到 現在 沒 想 過 自然 環境 到底 怎麼 會 受到 經濟 發展 的 影響 。,1,1,1,0
2037_7, 像 我 很 愛 大自然 的 人 多麼 難過 看 現在 的 情況 ， 我 認為 動物 、 植物 都 過 得 不 幸福 的話 ， 跟 我們 背叛 大自然 的 定義 一樣 ， 不 是 嗎 ？ ？,1,0,1,1
2037_8, 由 此 大部分 的 花蓮 居民 也 贊成 建 一 條 高速 公路 看來 ， 很 可惜 他們 的 選擇 不 是 保護 環境 ， 希望 利用 蘇花 的 美麗 環境 來 賺錢 。,1,1,0,0
2037_9, 繼續 這樣 的 措施 的話 ， 以後 我們 會 失去 很 美麗 的 自然界 吧 。,0,0,1,0
2037_10, 然後 我們 人類 也 遲早 會 受到 經濟 發展給 我們 的 壞 影響 ， 不能 吸 很 乾淨 的 空氣 ， 後來 出生 的 孩子 也 有 可能 容易 生病 ， 不 安全 的 東西 也 越來越 變多 。,1,1,1,0
2037_11, 我們 應該 早一點 發生 自然界 的 危機 信號 ， 有 可能 已經 來不及 了 。,1,0,1,0
2227_0, 大部分 的 高中生 去 讀 大學 是 因為 想 以後 多 賺 一點兒 。,1,0,0,0
2227_1, 現在 花 四 年 功夫 讀書 ， 最好 是 讀 名校 ， 以後 薪水 就 高 。,1,0,0,0
2227_2, 很多 美國人 都 有 同樣 的 名校 畢業 等於 高薪 觀念 。,0,1,0,1
2227_7, 送 優秀 的 孩子 去 念 名校 ， 家庭 都 要 孩子 們 讀 以後 可以 賺 多點兒 錢 的 係 ， 譬如 醫 、 法律 、 會計 、 經濟 、 財務 等 。,1,0,1,0
2227_8, 中國人 和 西方人 的 觀念 差不多 ， 送 孩子 去 讀 那們 貴 的 學校 ， 成本 也 得 賺回來 。,0,0,1,0
2227_9, 如果 孩子 念 未來 賺 不 到 很多 錢 的 係 ， 像 音樂 、 文法 、 藝術 等 ， 那麼 不 多 浪費 。,1,1,1,0
2227_11, 畢業 學費 每 年 要 花 好幾萬 美金 。,1,0,0,0
2227_12, 學費 不 夠 就 要 貸款 ， 四 年 來 學費 貸款 可以 借到 幾十萬 美元 。,0,0,1,0
2227_13, 畢業 找 高薪 的 工作 常常 是 不得已 的 ， 不然 怎們 能 還清 借來 的 學費 。,1,0,1,0
2227_14, 優秀 學生 讀錢 多 的 係 ， 可是 常常 不 是 他們 所 愛 的 科目 ， 這 就 照成 問題 。,1,0,1,0
2227_15, 譬如 最近 美國 例子 ， 我 有 很多 朋友 讀 名校 ， 大學 不 讀 自己 喜歡 的 係 ， 念 了 經濟 或 財務 。,1,0,1,0
2227_17, 但 現 財務 方面 的 工作 都 沒有 了 ， 美國 幾 個 大 銀行 都 倒閉 了 ， 朋友 也 沒 工作 ， 累積 的 貸款 沒辦法 還 。,0,0,1,0
2227_20, 如果 自以為是 名校 畢業 因 該 有 高 薪水 ， 自己 要 想 ： 我 大學 畢業生 沒 經驗 ， 為何 公司 必須 付 我 那麼多 錢 。,1,0,1,0
2227_21, 要 高薪 要 自己 努力 ， 不要 以為 靠 一 件 文書 ， 錢 就 從 天 上 掉下來 。,1,0,1,0
2227_22, 老闆 不 看 學校 來 雇 新 員工 ， 他們 看 人才 。,1,0,1,0
2227_23, 那們 多 人 高中 、 初中 、 甚至於 小學 都 沒 畢業 ， 他們 靠 自己 的 人才 和 實力 賺錢 。,0,0,1,0
2227_24, 可能 未來 ， 名校 不 值得 了 ， 幾 歲 可以 工作 就 工作 ， 改變 現代 趨勢 的 現象 。,0,0,1,0
2228_0, 在 我國 韓國 內 ， 也 是 這 種 看法 很 普遍 的 。,1,1,1,1
2228_1, 從 古 至 今 ， 韓國人 重視 教育 ， 自己 受到 的 教育 多 高 ， 會 得到 的 收入 多 好 。,1,0,1,0
2228_3, 所以 很多 人 要 付 更多 錢 找 個 著名 的 教師 ， 要 準備 入學 名校 ， 或者 用 更多 時間 讀書 ， 進 高級 學校 （ 名校 ） 。,0,1,1,0
2228_4, 這樣 就 能 保障 未來 找 得 到 一 個 理想 的 工作 ， 還是 當 公務員 可以 鐵飯碗 。,0,0,1,0
2228_5, 在 我 周圍 的 朋友 或 親戚 中 ， 屢屢 看見 高中 的 時候 拼命 地 讀書 ， 因為 按照 高考 的 成績 入學 不 一樣 的 大學 。,1,0,1,0
2228_6, 如果 失敗 入學 名校 ， 他們 三番兩次 參加 考試 。,1,0,0,1
2228_7, 以 有 一 個 朋友 為 例 。,0,1,0,0
2228_8, 他 雖然 參加 總共 三 次 的 高考 ， 可是 不能 得到 滿意 的 成績 ， 終於 放棄 考試 就 去 當兵 。,1,1,0,0
2228_9, 雖然 如此 ， 他 這樣 再三 參加 高考 是 白費 的 事情 ， 可是 對 他 來 說 ， 這 是 很 重要 的 考試 ， 也許 被 決定 自己 剩下 的 一 輩子 。,1,1,1,0
2228_10, 進 名校 是 在 韓國 非常 重要 的 關門 。,0,1,0,1
2228_11, 通過 這 個 過程 ， 可 見 保障 他 可以 高 薪水 的 上班族 。,1,0,1,0
2228_16, 所以 名校 畢業 的 人 可以 說 是 人才 ， 對 公司 來 說 ， 有 值得 高 薪水 的 人 。,1,0,1,0
2228_17, 很多 年輕人 用功 的 理由 之 一 ， 名校 畢業 能夠 找到 不錯 的 工作 ， 這 意味 著 收入 比較 高 。,1,0,0,0
2228_19, 我 覺得 大部分 人 的 這 種 看法 不會 容易 改變 ， 情形 不管 多久 前 都 一樣 。,1,1,0,0
2230_1, 大部分 的 人 還是 有 一樣 的 觀念 ， 就 是 如果 你 從 名校 畢業 一定 很 容易 找到 很 好 的 工作 ， 還 有 他們 的 薪水 比 一般人 高 。,1,0,0,0
2230_6, 雖然 有 很多 公司 會 用 名校 畢業 的 學生 當 員工 ， 但是 薪水 高 的 問題 也 要 看 他們 在 公司 的 表現 了 。,0,1,0,0
2230_9, 我 有 一 位 朋友 都 很 在乎 他 的 成績 。,0,1,0,0
2230_16, 每 月 的 收入 也 是 很 高 跟 他 想 的 一樣 。,0,0,0,1
2230_17, 可是 後來 因為 市場 的 要求 越來越 高 ， 所以 公司 給 他 的 壓力 也 是 越來越 大 。,0,1,0,0
2230_19, 最後 被 炒 魷魚 了 。,1,0,0,0
2230_20, 他 有 去 找 別的 工作 ， 可是 薪水 很少 。,1,1,0,0
2230_21, 他 覺得 太 丟臉 了 所以 決定 不 找到 好 工作 ， 收入 高 的 ， 他 就 不要 上班 。,1,0,0,0
2230_22, 他 的確 是 很 聰明 ， 但是 在 社會 裡 ， 全部 一定 要 靠 努力 彩繪 。,1,0,1,0
2230_23, 現代 已經 不同 了 。,0,0,1,0
