id,sentence,M,R,S,W
0157_6, 因為 我 最近 剛剛 搬家 ， 你 家 附近 還 不 熟 。,1,0,0,0
0157_7, 你 從 小時候 住 在 台北 ， 所以 你 應該 知道 我 住 的 地方 的 附近 。,1,1,0,0
0157_8, 我 家 是 中山站 附近 。,1,0,0,0
0157_13, 那 我們 還是 中山站 的 二 出口 見面 ， 怎麼樣 ？,1,0,0,0
0157_17, 所以 你 應該 容易 看得出來 。,0,0,1,0
0157_21, 我 媽媽 希望 你 請 飯 ， 因為 你 總是 幫 我 的 忙 。,0,0,1,1
0157_22, 比方說 前 幾 天 你 幫 我 的 日文 的 功課 。,0,0,1,0
0157_24, 所以 她 也 要 請教 你 日文 。,0,0,1,0
0157_25, 如果 你 的 時間 不 適合 的話 ， 還是 有 什麼 問題 的話 ， 請 你 打電話 給 我 。,0,0,1,0
0157_27, 身體 健康,1,0,0,0
0158_3, 我 在 寄給 你 這 封 信 ， 因為 我 要 告訴 你 下 個 週末 我們 能 見面 ； 你 覺得 怎麼樣 ？,1,1,0,0
0158_5, 對 我 來說 ， 下 個 星期六 晚上 六點 在 西門 捷運站 六 出口 見面 比較 好 ， 我 知道 這 個 ６６６ （ 星期六 ， 六點 ， 六 出口 ） 很 奇怪 ， 可是 我 倒是 覺得 這 個 樣子 讓 我們 的 見面 比較 有意思 ； 請 你 別 怕 ， 你 知道 我 不 是 瘋子 ， 我 才 很 特別 ． ． ． 呵呵 。,1,0,1,0
0158_6, 隨便 ， 我 還 不 知道 你 的 看法 ， 我們 還可以 聊天 一下 ， 見面 的 時候 和 地方 就 比較 清楚 ！,0,0,1,0
0158_9, 如果 我們 吃飯 以後 你 還 有 力氣 ， 我們 就 可以 去 ＫＴＶ 一會兒 唱 歌兒 ， 一會兒 跳舞 ， 一會兒 喝 酒 ， 玩 得 很 高興 啊 ！,0,0,1,0
0158_10, 對了 ， 你 還 不 知道 怎麼 可以 認出 我 ， 所以 我 現在 告訴 你 ， 那 天 我 想 穿 紅色 的 Ｔ－ＳＨＩＲＴ 和 白色 的 褲子 ， 再 說 ， 在 我 手 上 ， 我 會 拿 一 本 小 書 。,0,1,1,0
0159_4, 我 想 先 告訴 你 在 那 一 天 ， 我們 的 計畫 是 甚麼 。,0,1,0,0
0159_6, 請 你 查 一 查 ， 下面 的 內容 對 不 對 。,0,0,1,0
0159_7, 不 對 的話 ， 請 你 趕快 告訴 我 了 。,0,1,0,0
0159_9, 地點 ： 士林 捷運站 ， ２ 出口,1,0,0,0
0159_10, 因為 你 從來 沒 看見 我 ， 我 先 告訴 你 我 的 樣子 。,0,0,1,0
0159_13, 所以 應該 很 容易 注意 吧 。,0,0,1,0
0159_20, 這樣 才 會 把 我 的 常識 變廣 了 。,0,1,0,0
0159_21, 吃飽 了 以後 ， 你 可以 決 ， 還 要 去 別的 地方 還是 回家 ， 我 都 ＯＫ 。,0,1,1,0
0159_22, 那麼 ， 到 我們 見面 那 一 天 ， 拜拜 。,1,0,0,0
0160_2, 我 希望 早一點 跟 你 見面 。,1,0,0,0
0160_3, 我 從 決定 我們 下 個 月 去 日本 ， 每 天 晚上 都 躺 著 �� 上 一 、 兩 個 小時 睡 不 著 。,1,1,1,0
0160_5, 寫 著 寫 著 越來越 要 你 見面 。,1,0,1,0
0160_8, 要是 週末 有空 的話 ， 我 打給 我 ， 好 不 好 ！ ？,0,0,1,0
0160_12, 我 自己 決定 我們 甚麼 時候 見面 ， 還 有 哪裡 玩 。,1,0,0,0
0160_13, 要是 同意 我們 的 安排 ， 打電話 給 我 。,1,0,1,0
0160_14, 我 就 參考 你 的 意見 ， 再 考慮 一下 。,0,0,1,0
0162_3, 關於 跟 你 見 的 事 ， 下 星期六 你 有空 嗎 ？,0,0,1,0
0162_7, 你 以前 跟 我 說 過 ， 好 久 不 去 � � 北 。,0,0,1,0
0162_8, 難得 你 來 台北 ， 我 想 讓 你 享受 吃 美食 。,0,1,0,0
0162_9, 對了 ， 我們 終於 找 得 到 見面 的 機會 。,0,0,1,0
0162_10, 我們 的 關係 是 不可思議 。,0,1,0,0
0162_12, 我們 從 十 歲 開始 就 寫信 。,0,0,0,1
0162_14, 我們 的 關係 已 經過 十五 年 了 ， 而且 我們 已經 各 有 各 結婚 過 了 。,0,1,1,0
0162_15, 那 一 天 ， 我 想 跟 老婆 一起 去 ， 所以 你 也 跟 太太 一起 來 吧 ！,0,0,1,0
0162_16, 說 實在 的 ， 我們 的 老婆 也 交 了 好朋友 的話 ， 我 相當 開心 。,1,1,1,0
0162_17, 以後 也 希望 我們 好 的 關係 。,1,0,0,0
0162_21, 這 個 時候 ， 我 穿 淡藍色 的 襯衫 和 牛仔褲 。,1,0,1,0
0162_23, 應該 你 容易 找 得 到 我們 。,0,0,1,1
0162_24, 如果 找 不 到 或者 發生 有事 的話 ， 打電話 給 我 。,0,0,1,0
0162_26, 我 期待 跟 你 見 。,0,0,1,0
0165_4, 不 知道 你 那邊 新竹 的 天氣 跟 台北 差不多 ， 但是 我 看 ， 一定 沒 差 那麼多 。,1,0,1,1
0165_6, 對 ， 你 上 次 給 我 寫信 說 ， 這 個 週末 有空 ， 所以 你 可以 找 我 來 台北 的 吧 ！,0,0,1,1
0165_7, 我 那 天 看 得 真 高興 ， 再 說 ， 我 激動 得 差點兒 鑽出去 我 家 的 屋頂 。,0,0,1,0
0165_8, 我 真 期待 跟 你 見面 ， 因為 雖然 我們 用 寫信 來往 已經 幾 個 月 了 ， 可是 還是 的確 不 知道 對方 的 臉 ， 真 可惜 。,0,1,1,0
0165_9, 我們 這 次 終於 會 見面 的 吧 ！,0,0,1,0
0165_10, 但是 你 確定 這 週末 要 來 台北 嗎 ？,1,0,0,0
0165_11, 我 想 首先 把 計畫 安排 比較 好 ， 所以 我 現在 想要 說 一 說 我 的 計畫 ， 然後 如果 你 有 不 滿意 的 部分 ， 再 商量 一下 吧 ！,1,1,1,0
0165_12, 那 ， 我們 這 星期六 中午 十二點 ， 在 台北 車站 對面 的 新光三越 百貨公司 門口 要 見面 ！,0,1,0,0
0165_13, 你 既然 來 台北 已經 不只 十 次 ， 這裡 的 地方 就 應該 很 熟 吧 ！,1,1,0,0
0165_14, 我們 見面 的 時候 ， 我 要 穿 紅色 的 上衣 和 白色 的 裙子 ， 還 有 穿 粉紅色 的 高跟鞋 ， 再 加上 戴 太陽 眼鏡 ， 這樣 的 打扮 很 有 特色 吧 ！,0,0,1,0
0165_16, 我們 見面 以後 先 去 吃飯 ， 再 逛街 可以 了 吧 ！,0,1,0,0
0165_17, 最近 我 發現 在 台北 車站 附近 有 一 家 好吃 的 排骨 飯店 � 然後 去 喝 飲料 吧 ！,1,0,0,0
0165_18, 從 車站 走路 十 分鐘 ， 可以 到 西門町 ， 那裡 電影街 的 中間 有 一 家 飲料店 ， 你 聽說 過 綠蓋茶 嗎 ？,1,0,0,1
0165_19, 這 杯 茶 真的 好喝 得 沒 話 說 ， 你 一定 會 過癮 的 ， 然後 我們 要 聊聊天 逛逛街 。,1,0,1,0
0165_20, 我 想像 那 天 要 做 甚麼 ， 現在 就 興奮 起 了 ， 我 想要 快 到 週末 了 。,0,1,1,0
0165_21, 那 ， 你 再 給 我 連絡 喔 ！,0,0,1,0
0166_2, 明天 我們 總算 見面 ！,1,0,0,0
0166_3, 我 真的 期待 跟 你 一起 見面 。,0,1,0,0
0166_4, 我 一邊 很 高興 ， 一邊 很 緊張 。,0,1,1,0
0166_5, 把 我 緊張 得 睡 不 著 。,0,0,1,0
0166_6, 特別 今晚 的 月亮 很 亮 。,1,0,0,0
0166_7, 好像 那 個 月亮 代表 我 的 高興 的 心情 。,1,0,0,0
0166_8, 我 想起來 我 剛 開始 寫給 你 信 的 時候 。,0,0,0,1
0166_10, 可是 你 先 給 我 非常 感動 的 內容 的 一 張 信 。,1,1,1,0
0166_11, 你 先 介紹 自己 ， 寫 了 你 的 心情 ， 你 的 將來 的 希望 甚麼 的 。,0,1,1,0
0166_13, 所以 我 很 難過 怎麼 寫 才 可以 讓 你 感動 。,1,0,0,0
0166_14, 其實 當時 我 的 負擔 很 大 。,0,0,1,0
0166_15, 可是 你 先 對 我 很 親密 。,0,0,1,0
0166_16, 我 很 輕鬆 了 。,0,0,1,0
0166_20, 你 一定 很 高興 。,1,0,0,0
0166_21, 最近 ， 我 一直 煩惱 我們 在 哪裡 見面 。,1,0,0,0
0166_22, 因為 我 想 跟 你 見面 很 特別 的 地方 。,1,0,0,1
0166_24, 所以 一定 要 很多 綠色 的 花 ， 樹 ， 河水 甚麼 的 。,1,0,0,0
0166_26, 那邊 不 太 熱鬧 ， 有 一 家 很 安安靜靜 的 咖啡店 ， 還 有 那 家 咖啡店 附近 有 一 場 很 舒服 的 公園 。,0,0,1,0
0166_29, 你 一定 找 得 很 容易 。,0,0,1,1
0166_31, 以後 我 陪 妳 去 ！,0,0,1,0
0166_32, 還 有 我們 現在 不 知道 互相 什麼 樣子 。,0,0,1,0
0166_33, 所以 我 明天 穿 紅色 的 褲子 ， 為了 你 容易 認出 我 。,1,0,0,0
0166_34, 還 有 我 要 拿去 綠色 的 包包 。,0,1,1,0
0166_35, 這樣 你 可以 很 容易 認出 我 吧 。,1,0,0,0
0166_38, 我 得 睡覺 好 ， 明天 好好 的 精神 見 跟 你 。,1,0,1,1
0167_3, 雖然 我們 從來 沒 見面 過 ， 可是 我 感覺 我們 是 很 熟 的 好朋友 。,0,0,0,1
0167_4, 每 次 你 的 信 讓 我 開心 。,1,0,0,0
0167_5, 所以 這 次 我們 會 見面 ， 很 高興 。,1,0,1,0
0167_6, 我 想想 看 了 ， 當天 我們 怎麼 安排 。,0,1,0,0
0167_7, 在 下面 我 寫 的 內容 ， 看完 了 以後 ， 如果 有 甚麼 提案 ， 請 你 告訴 我 。,1,0,0,0
0167_10, 因而 那 天 我們 先 到 公園 去 ， 然後 去 吃 日本 燒肉 ， 吃完 之後 在 周圍 散散步 。,0,0,1,0
0167_11, 那 公園 是 在 台北 北部 最近 新 開 的 ， 公園 裡 有 好 大 的 泳池 跟 按摩室 。,0,0,1,0
0167_12, 那邊 附近 有 一 家 超 好吃 的 燒肉店 。,0,1,0,0
0167_16, 吃飽 以後 再 要 運動 一下 吧 。,0,1,0,0
0167_21, 為了 你 馬上 找到 我 ， 而 我 先 告訴 你 ， 當天 的 我 的 樣子 。,1,1,1,0
0167_24, 別 忘 喔 ！,1,0,0,0
0167_25, 我 的 樣子 。,1,0,0,0
0168_3, 因為 你 沒 提 過 要 在 哪裡 見面 ， 就 由 我 來 決定 。,1,0,0,0
0168_5, 我 知道 你 那麼 好奇 聽到 那 天 的 計劃 。,1,0,1,0
0168_6, 但是 對不起 我 沒有 時間 準備 什麼 精彩 的 計畫 ， 而且 對 我 來說 ， 重要 的 是 看 你 的 ， 其他 的 我 都 不 管 。,0,1,1,0
0168_7, 我們 先 可以 搭 捷運 到 淡水 ， 那裡 可以 一起 吃 好吃 的 海鮮 。,1,0,0,1
0168_8, 實在 說 ， 我 一 想到 淡水 的 海鮮 ， 就 流 口水 。,0,0,1,0
0168_9, 然後 我們 可以 在 那裡 附近 逛街 。,0,0,1,0
0168_14, 上 次 我 已經 寄給 你我 的 圖片 ， 對 嗎 ？,0,0,1,0
0168_16, 不過 我 還要 告訴 你 ， 那 天 我 要 穿 紅色 的 襯衫 ， 白色 的 褲子 和 黑 的 運動 鞋子 。,0,0,1,0
0168_18, 我 已經 很 興奮 ， 等不及 我們 的 見面 ！,1,0,0,0
0169_2, 宜家 我們 已經 十 年 多 了 交 筆友 了 。,0,1,1,1
0169_3, 我 很 想到 跟 你 見面 。,0,0,1,0
0169_4, 除了 跟 你 見面 ， 我 也 很 想 在 美國 出去 。,0,1,1,0
0169_6, 我 真的 恨不得 跟 你 見面 。,0,0,1,0
0169_7, 因為 下 個 月 我們 學校 都 放 兩 個 月 的 暑假 ， 我 覺得 那 時候 是 最 好 的 時間 我們 可以 見面 。,0,1,1,0
0169_11, 因為 我 應該 訂 機票 。,0,0,1,0
0169_13, 因為 暑假 的 時候 真 不 容易 買 得 到 機票 。,0,0,1,0
0169_16, 你 應該 帶 我 到 可 去 的 地方 去 嘍 ！,0,1,0,0
0169_17, 我 聽說 那邊 的 迪士尼 樂園 不錯 ， 我們 一定 得 去 好 不 好 ？,0,0,1,0
0169_19, 宜家 我 去 美國 的 時候 你 一定 會 接 我 吧 ？,1,0,0,0
0169_22, 所以 我 比較 容易 認識 你 。,0,0,1,0
0169_23, 你 有沒有 看 電視 ， 如果 有 人 在 機場 接 人 ， 他們 把 名字 寫 在 一 個 牌子 。,1,0,0,0
0169_24, 你 也 會 用 那樣 的 辦法 。,0,0,1,0
0169_26, 我 的 話 ， 以後 會 告訴 你 我 穿 怎麼樣 的 衣服 ， 所以 ， 你 也 比較 容易 認識 我 。,1,0,1,0
0169_27, 可能 我 會 穿 很 有 花 的 衣服 ， 然後 我 會 戴 很 大 的 帽子 。,0,1,0,0
0169_28, 你 一定 很 容易 認識 我 。,1,0,1,0
0169_30, 請 你 趕回 信 給 我 。,0,0,1,0
0170_4, 你 以前 告訴 我 你 不 太 熟 台北市 。,0,0,0,1
0170_5, 所以 我 要 陪 你 台北 有名 的 地方 ， 好 不 好 ？,1,0,0,0
0170_6, 我們 先 要 去 逛 一 逛 台北 車站 附近 。,0,0,0,1
0170_7, 然後 要 去 西門町 看 電影 吧 。,0,1,0,0
0170_8, 看 電影 以後 應該 我們 會 餓 ， 所以 去 士林 夜市 一邊 逛 一邊 吃 ， 還 有 那裡 賣 很多 便宜 的 衣服 ， 如果 你 要 的話 也 可以 買 衣服 或 其他 的 東西 。,0,0,0,1
0170_10, 所以 我 覺得 我們 在 台北 車站 八號 出口 下 個 禮拜天 兩點鐘 見面 最 方便 。,0,0,0,1
0170_12, 還 有 當天 我 要 穿 粉紅色 的 上衣 ， 穿 牛仔褲 ， 你 一 看 就 知道 就 是 我 。,0,1,0,0
0170_15, 我 寫信 的 時候 ， 不 知道 為甚麼 ， 可是 能 寫下來 我 的 真心話 。,1,1,0,1
0170_17, 下 個 禮拜天 我們 終於 直接 見面 ， 我 非常 期待 。,1,0,0,0
0171_3, 我 最近 過 得 不 是 很 好 ， 因為 你 的 關係 。,0,0,1,0
0171_7, 我 決定 了 我們 約 的 地方 跟 時間 了 。,0,1,0,0
0171_8, ８月 ８號 的 早上 １０點 ， 我們 在 台北 車站 的 ５ 號 出口 見好 嗎 ？,0,1,0,0
0171_15, 我們 沒有 見 過 面 ， 所以 怕 你 認 不 出來 我 。,0,0,0,1
0171_17, 應該 我 看起來 很 好笑 吧 。,0,0,0,1
0171_21, 你 的 好友 ， 李文平,0,1,0,0
0172_3, 我們 那 一 段 時間 很 想 見面 ， 終於 會 見面 。,1,0,1,0
0172_4, 我 不但 很 開心 得 不得了 ， 還 有 期待 得 每 天 晚上 睡 不 著 。,0,1,0,0
0172_8, 今天 禮拜四 ， 所以 我們 這 個 禮拜六 下午 兩點 見面 吧 ， 是 因為 我 想 趕快 跟 你 見面 。,0,1,0,0
0172_9, 還 有 見面 的 地方 是 捷運 台北 車站 淡水線 淡水 方向 月台 最前 ， 好 不好 ？,0,1,0,0
0172_10, 因為 我 家 是 古亭 捷運站 附近 ， 你 家 是 市政府 附近 ， 再 加上 我們 打算 去 淡水 ， 所以 淡水線 換坐 的 站 見面 比較 方便 吧 。,1,0,1,0
0172_11, 然後 一起 坐 淡水線 去 淡水 吧 。,1,0,0,0
0172_12, 離 台北 車站 到 淡水 不 太 近 ， 所以 一 個 人 去 的話 應該 無聊 。,1,0,1,0
0172_14, 到 淡水 後 ， 先 走路 去 淡江 高中 學校 。,0,1,0,0
0172_15, 這裡 是 台灣 的 電影 不能 說 的 秘密 拍 的 地方 ， 再 加上 周杰倫 實際 上學 的 學校 。,1,0,0,0
0172_17, 然後 去 坐 公車 去 漁人 碼頭 。,0,1,0,0
0172_21, 一邊 逛 一 逛 一邊 吃 淡水 的 小吃 。,0,0,1,0
0172_22, 還 有 淡水 捷運站 附近 的 海邊 散散步 後 ， 坐 捷運 回家 來 吧 。,1,0,1,0
0173_1, 從小 的 時候 ， 我 媽媽 總是 很 努力 地 照顧 我 及 我 的 三 個 姊妹 。,0,1,0,0
0173_2, 為 了 要 幫 家庭 賺錢 給 我們 小孩子 使用 ， 媽媽 也 會 去 醫院 上 夜班 。,0,0,1,0
0173_3, 到 現在 ， 我 還是 不 知道 她 怎麼 做 的 ， 白天 需要 照顧 四 個 小孩子 ， 然後 晚上 也 要 上班 ； 媽媽 真的 是 超人 。,0,0,1,0
0173_4, 如果 我們 沒收到 媽媽 的 愛 的話 ， 我 想 我們 都 不會 長 像 現在 那麼 善良 。,0,0,1,0
0173_8, 雖然 我們 不會 明白 的 說 ， 我 愛 你 。,0,0,1,0
0173_9, 可是 我們 都 知道 對方 的 感情 。,0,0,1,0
0173_11, 我 對 這 個 消息 非常 開心 ， 以及 有 計畫 要 帶 他們 出國 走 一 走 ， 例如 ： 大陸 、 泰國 、 韓國 ， 日本 ， 等等 。,1,0,1,0
0173_12, 他們 那麼 辛苦 地 養 我們 ， 現在 就 可以 悠閒 地 享受 他們 的 生活 。,1,0,0,0
0174_0, 在 心 中 裡 ， 我 有 許多 人 都 想 感謝 的 。,1,1,0,0
0174_2, 有 些 人 等到 我 心情 不 好 就 會 用心 跟 我 聊天 。,0,0,1,0
0174_10, 例如 說 ： 做 什麼 是 對 的 ， 怎麼 洗衣服 ， 做飯 ， 同時 說 兩 種 語言 ， 送 我 出去 學 音樂 ， 甚至 連 怎麼 可以 訓練 自己 來 得到 生意 頭腦 都 有 教 我 ！,1,1,0,0
0174_11, 他們 覺得 這樣 才 能 幫 我 快 成熟 。,0,0,1,0
0174_12, 要 從小 慢慢 地 開始 親身 留意 父母 怎麼 生活 ， 才 能 很 快 地 體驗到 外面 社會 的 風險 ， 容易 地 得到 經驗 。,1,0,0,0
0174_14, 但是 因為 我 到 現在 還 在 大學 所以 沒有 經濟 能力 。,1,0,0,0
0174_18, 在 家 時 幫手 完成 家務 。,0,0,1,0
0174_19, 我 雙親 往往 是 ， 將來 也 會 是 我 最 尊重 的 人物 。,0,0,1,0
0175_1, 從小到 現在 我 一 有 困難 ， 她 都 會 找 辦法 去 幫 我 。,0,0,1,0
0175_2, 她 每 一 早上 都 會 做 一 餐 愛心 早餐 給 我 吃 。,1,0,0,0
0175_3, 我 是 很 感謝 她 她 每 一 早上 為 我 準備 ， 可是 真的 不 好喝 ； 她 的 果汁 總是 五顏六色 ， 裡面 有 超過 十 樣 的 蔬果 ， 例如 ： 苦瓜 ， 酪梨 ， 紅蘿蔔 等等 。,1,1,0,0
0175_4, 每 天 都 是 不同 的 口味 ； 媽媽 說 她 的 果汁 是 對 我 的 身體 很 健康 。,0,1,0,0
0175_5, 我 午餐 也 是 她 準備 ； 雖然 也 不 好吃 ， 但 這 方式 省 了 不少 錢 。,1,0,0,0
0175_9, 她 每 天 都 寫 電腦 郵件 給 我 ， 問 我 那 天 做 了 什麼 ， 吃 了 什麼 。,0,0,1,0
0175_11, 我 是 很 幸福 。,1,0,0,0
0175_12, 雖然 我 現在 在 台灣 是 過 得 很 開心 和 自在 ， 但 我 也 很 想念 我 的 媽媽 。,0,1,0,0
0175_13, 沒有 她 的 幫助 、 她 為 我 做 的 所有 ， 我 不會 有 這麼 好玩 與 難忘 的 暑假 在 台灣 。,0,0,0,1
0175_14, 我 覺得 沒有 字 可以 表現 我 對 媽媽 的 感謝 ； 我 一 回到 美國 見 媽媽 時 會 抱 著 她 說 謝謝 。,1,1,1,0
0176_1, 我們 那 時候 在 美國 上大學 時 ， 我 有 很多 事 需要 對 他 當面 說 謝謝 。,0,0,0,1
0176_2, 那時 在 大三 ， 我 生活 方式 及 態度 變 了 很多 ， 因為 很多 不 理想 跟 家庭 的 難過 事 發生 了 。,1,1,1,0
0176_15, 雖然 我們 現在 不 在 同樣 的 地方 ， 但是 我們 還 打電話 給 對方 ， 問問 他們 好 不 好 。,1,0,1,0
0177_2, 我們 兩 人 是 在 大學 認識 的 ， 當時 我 才 剛 搬去 墨爾本 ， 對 環境 不 熟悉 ， 也 沒 什麼 朋友 ， 寂寞 得很 ， 剛好 他 也 是 同樣 情況 ， 我們 偶然 在 宿舍 透過 朋友 相認 ， 現在 想起來 真的 是 有 緣分 喔 ！,0,0,1,0
0177_3, 認識 了 馬上 就 談得來 ， 從此 以後 就 像 情人 類似 的 每 天 在一起 ！,0,0,1,0
0177_4, 說到 他 是 如何 幫助 我 的 ， 也 沒有 什麼 大 件 事 ， 反正 當 一 個 人 在 一 個 陌生 的 城市 裡 找到 一 個 要好 的 朋友 ， 這 就 已經 算是 最 大 的 幫忙 了 吧 ！,0,1,1,0
0177_6, 也 可以 說 是 在 精神 上 及 心理 上 的 幫助 吧 ， 每 一 天 碰到 什麼 困難 不 樂 就 可以 向 他 訴苦 解決 ， 並且 感覺到 他 也 一樣 地 依靠 我 ， 兩 個 人 就 不知不覺 地 熬過 這 十 年 的 點點滴滴 喜怒哀樂 。,0,0,1,0
0177_7, 想到 我們 這 十 年 過來 ， 感覺 真的 是 很 難得 ， 有 一 個 這麼 好 的 知己 ， 我 對 他 感激 不盡 ！,0,1,0,0
0177_8, 簡單 的 ， 最 想 跟 他 說 兩 個 字 謝謝 （ 雖然 他 一定 會 覺得 有點 噁心 ） ！,1,0,1,0
0178_0, 我 最 感謝 的 人 是 我 媽媽 ． 因為 她 不管 是 什麼 時候 都 會 站 在 我 一邊 ， 支持 我 ， 鼓勵 我 ， 安慰 我 。,1,0,0,0
0178_7, 因為 我 爸爸 工作 很 忙 ， 所以 從前 總是 照顧 我 弟弟 的 是 我 媽媽 。,0,1,0,1
0178_11, 所以 我 回國 後 ， 我 要 好好 照顧 我 弟弟 ， 想好 讓 她 休息 。,0,1,0,0
0178_13, 所以 我 目前 的 目標 是 ， 念完 書 後 ， 讓 我 媽媽 看到 我 成長 的 樣子 ， 讓 她 感覺 得 到 讓 我 去 台灣 念 書 是 沒有 錯 。,0,0,1,0
0179_6, 他 天天 去 醫院 看 我 和 送 我 東西 。,0,0,1,0
0179_15, 我 身體 好起來 以後 ， 我 就 馬上 找 辦法 跟 他 聯絡 。,0,0,1,0
0181_0, 在 日常 生活 裡 人們 會 總會 受到 別人 的 幫助 。,0,1,0,0
0181_1, 在 我 的 生活 當中 我 的 媽媽 。,0,0,1,0
0181_2, 我 從 我 小 到 大 的 時候 ， 我 媽媽 做 了 很多 的 事情 幫助 我 成長 。,0,1,0,0
0181_3, 從 我 小 的 時候 媽媽 會 幫助 我 補 我 的 破口 漏洞 。,1,1,1,0
0181_4, 當 我 在 學校 的 時候 ， 如果 我 有 一 個 在 課 裡 的 問題 ， 媽媽 就 會 常常 幫助 我 找 別的 教授 來 讓 我 可以 把 我 的 問題 解決 。,0,0,1,0
0181_5, 媽媽 的 心 對 我 是 很 好 的 。,0,0,1,0
0181_6, 還 有 在 某 一些 方面 ， 像 我 的 壞 習慣 ， 媽媽 也 都 會 管理 。,0,0,1,0
0181_10, 還 有 我 打噴嚏 的 時候 ， 媽媽 會 勸導 我 不要 大聲 打噴嚏 ， 因為 會 讓 別人 覺得 你 很 不 禮貌 。,0,0,1,0
0181_11, 從 媽媽 的 教養 以後 ， 我 下 一 次 打噴嚏 的 聲音 會 小聲 一點 。,1,1,1,0
0181_12, 媽媽 做 這 個 的 目的 不但 要 我 自己 像 一 個 大人 一樣 。,0,0,1,0
0181_13, 他 也 要 我 在 社會 裡 做 一 個 願意 被 接受 的 人 。,0,0,1,0
0181_17, 我 永遠 不會 忘記 你 所 帶給 我 的 恩 。,0,0,1,0
