id,sentence,M,R,S,W
3485_17, 我 很 想要 可以 永遠 在一起 ， 真 喜歡 她 。,1,0,0,0
3485_18, 希望 你 也 趕快 會 找到 女朋友 。,0,1,0,0
3486_1, 我 給 你 死寫 這 封 信 ， 是 為了 通知 你 我 最近 交 了 一 個 新 女朋友 。,0,1,0,0
3486_2, 我們 是 在 捷運 上 見面 的 。,0,0,1,0
3486_3, 我 那 一 天 要 到 一 個 從來 沒 去 過 的 地方 ， 因為 不 知道 到 那邊 要 怎麼 走 ， 所以 我 就 跟 著 那 個 地方 的 地址 問 她 了 。,0,0,1,0
3486_5, 雖然 她 這 一 天 有 跟 某人 約好 了 ， 但是 因為 她 怕 我 迷路 ， 所以 願意 陪 我 去 。,0,1,0,0
3486_7, 到 了 我 要 去 的 地方 的 附近 捷運站 ， 我們 一起 下車 。,1,0,0,0
3486_9, 我 感謝 她 ， 然後 告訴 她 我 不 知道 怎麼 謝謝 她 ， 就 請 她 把 她 的 手機 號碼 給 我 。,1,0,0,0
3486_11, 我們 在一起 的 時候 ， 我 覺得 很 輕鬆 ， 因為 她 常常 鼓勵 我 ， 所以 我 所有 的 目標 都 跟 她 一起 討論 ， 如果 她 也 有 問題 ， 我 就 多 勸 她 ， 告訴 她 不 不要 難過 。,1,1,0,0
3486_12, 跟 她 一起 的 是 時候 ， 感覺 太 舒服 了 。,0,1,0,0
3486_14, 她 這 對 我 很 好 ， 我 從來 沒 想 跟 她 分手 。,1,1,0,0
3486_15, 我 一 見面 她 我 的 心情 就 會 變 得 很 高興 ， 很 精神 。,1,0,0,1
3486_17, 最近 她 特別 為 我 寫 了 一 個 好棒 的 愛情歌 ， 她 念 大學 二年級 ， 她 在 大學 念 企業 管理 。,0,0,1,0
3486_19, 我 覺得 她 配上 我 ， 因為 她 很 用功 ， 也 不 很 喜歡 聽 音樂 ， 就 像 我 。,1,1,1,0
3486_22, ４月 ２３號 上 王天華,0,1,0,0
3487_5, 我 覺得 非常 孤單 ， 所以 我 決定 加 台灣 學生 的 學生會 。,0,0,1,0
3487_8, 她 也 是 從 台北 剛 來 的 留學生 。,0,0,0,1
3487_9, 我 一 看 她 ， 就 愛上 她 。,1,0,1,0
3487_11, 她 對 美國 文學 很 有 興趣 ， 所以 我們 可以 談 一 談 很 久 。,0,0,1,0
3487_17, 要是 你 有 時間 ， 請 給 我 聽 你 的 最近 的 消息 。,0,0,1,0
3487_18, 身體 保重 。,0,0,0,1
3488_3, 我們 很 久 沒有 見 個 面 。,1,0,0,0
3488_5, 今天 我 想要 把 一 件 事情 告訴 你 ， 所以 才 寫給 你 一 封 信 。,0,1,0,1
3488_6, 這 就 是 我 最近 交往 了 男朋友 ， 再 說 他 已經 對 我 訂婚 了 ， 你 驚訝 了 嘛 ？ ！,0,1,1,0
3488_7, 是 這樣子 。,1,0,0,0
3488_9, 我 利用 旅行團 去 美國 。,0,0,1,0
3488_10, 那 個 時候 我 認識 一 位 男性 ， 他 叫 偉立 ， 是 美國人 ， 是 我們 旅行團 的 導遊 。,1,0,0,0
3488_11, 就 是 他 ， 是 現在 我 的 男朋友 。,0,0,0,1
3488_13, 其實 我 在 旅行 當中 發高 的 燒 ， 離開 旅遊 團體 ， 只有 一 個 人 回到 飯店 ， 之後 我 住 醫院 了 。,1,1,0,0
3488_15, 他 為了 不 讓 我 擔心 ， 而 一直 安慰 我 ， 說 開玩笑 ， 所以 雖然 發生 這樣 的 妝況 ， 可是 我 連 一點 也 沒有 問題 了 。,0,1,1,1
3488_17, 結果 我 知道 跟 偉立 在一起 的 時候 感覺到 很 安靜 ， 很 舒服 ， 我 愛上 了 他 。,0,0,1,0
3489_5, 我 最近 才 找到 了 一 個 男朋友 。,0,1,0,0
3489_14, 但是 有的 時候 ， 我 有一點 會 緊張 。,0,0,0,1
3489_15, 因為 他 非常 非常 。,1,0,0,0
3491_3, 現在 我 有 男朋友 。,1,0,0,0
3491_5, 下下 個 月 ， 我 在 老虎城 看完 電影 的 時候 ， 我們 的 朋友 愛美 看到 他 的 朋友 ， 給 我 介紹 他 。,0,0,1,0
3491_7, 好幾 天 他 打電話 給 我 ， 問 我 要不要 跟 他 一起 去 吃飯 ， 那 天 我 很 高興 ， 當然 我 說 可以 啊 ！,1,0,0,0
3491_8, 然後 ， 我們 每 天 一起 出去 ， 很多 不 一樣 的 地方 ； 過 了 一 個 月 ， ２月 ２１號 ， 他 告訴 我 ， 如果 你 是 我 Ｘ 朋友 ， 我 真的 很 開心 ， 我 就 說 ， 為什麼 不可以 ？,1,0,1,0
3491_10, 是 這樣 我 認識 他 ！,1,0,0,1
3491_11, 我 在 跟 他 的 時候 ， 我 感覺 很 好 。,1,0,0,1
3491_12, 祝 你 Ｘ康 ！,0,0,1,0
3492_4, 這 年 過 了 那麼 快 ！,1,0,1,0
3492_5, 因為 我 最近 上班 變成 超忙 ， 我 都 沒 時間 打 個 電話 問候 妳 ！,0,0,1,0
3492_7, 我 遇到 很 好 的 事情 要 跟 妳 說 ！,1,0,0,0
3492_8, 希望 我 的 好意 也 會 讓 妳 開心 。,0,0,1,0
3492_12, 剛好 我 的 主管 介紹 他 的 弟 給 我 認識 。,0,0,1,0
3492_13, 他 是 從 靜宜 大學 的 華語系 畢業 的 ， 所以 他 答應 我 他 可以 把 我 的 中文 程度 進步 。,0,0,1,0
3492_14, 我們 兩 個 認識 之後 就 開始 做 個 語言 交換 。,0,1,0,0
3492_16, 從 我們 第一 天 練習 ， 我 就 開始 對 他 有 興趣 了 ！,1,1,0,0
3492_17, 一 個 月 過 了 以後 ， 我 真的 開始 滿 喜歡 他 ． ． ． 考完 試 就 馬上 請 他 吃 個 午餐 。,1,1,1,0
3492_19, 到 十一點 晚上 我們 還 在 火車站 對面 聊天 。,0,0,0,1
3492_23, 他 不 只 是 一 個 很 聰明 和 很 有 耐心 的 老師 ； 他 也 很 有 責任感 ， 也 是 非常 浪漫 ！,0,1,0,0
3492_25, 不論 去 爬山 或 看 電影 ， 我們 都 過 得 非常 順利 ， 也 越來越 喜歡 對象 。,0,0,1,0
3492_27, 我 很 想 帶 他 去 台中 跟 妳 吃 個 晚餐 （ 看 妳 覺得 這麼樣 ？ ） 。,0,0,1,0
3492_28, 希望 妳 自己 也 能 找到 那麼 甜蜜蜜 的 男生 ！,0,0,1,0
3494_2, 我 希望 你 的 情形 很 好 。,0,0,1,0
3494_7, 你 已經 知道 我 在 台灣 念 書 。,1,0,0,0
3494_8, 第一 天 上課 我 看 一 個 非常 帥 的 男生 。,0,0,1,0
3494_10, 他 是 每 個 女生 的 理想 。,0,0,1,0
3494_15, 我 快 一點 就 決定 介紹 自己 。,0,0,1,0
3494_16, 然後 ， 我們 快快 交朋友 。,0,0,1,0
3494_17, 他 也 從 美國 來 的 ， 所以 我們 不要 講 國語 的 時候 ， 我們 也 可以 講 英文 。,1,1,0,0
3494_23, 他 連 做飯 給 我 吃 。,0,0,1,0
3494_26, 不管 做 什麼 ， 就 覺得 很 好玩 。,0,0,1,0
3494_29, 要是 一 個 人 有 問題 ， 他 願意 幫 他 。,1,0,0,0
3494_31, 他 總是 就 很 快樂 。,0,1,0,0
3497_2, 你 一定 知道 我 很 久 沒有 男朋友 。,1,0,0,0
3497_3, 我 跟 我 的 家人 從 大學 畢業 的 時候 一直 住 在 台中市 。,1,1,0,0
3497_5, 他 騎 他 的 摩托車 從 台南 來 台中 ， 到 了 台中 以後 他 跟 我 認識 ， 我 的 男朋友 介紹給 我 。,0,0,0,1
3497_6, 他 先 問 我 要不要 跟 外國人 交 男朋 ， 然後 再 寫 一 封 信 給 他 介紹 我 給 他 。,0,1,1,0
3497_7, 他 回答 他 要 跟 我 交朋友 ， 寫 了 一 封 信 給 我 ， 包括 他 的 照相片 。,0,0,1,0
3497_9, 我們 馬上 開始 了 用 電話 交通 。,0,1,1,0
3497_10, 他 兩 個 月 以後 來 台灣 看看 我 。,1,0,0,0
3497_12, 他 帶 很 好 的 禮物 給 我 母親 ， 也 對 我 的 家人 一直 很 好 。,0,0,0,1
3497_14, 跟 我 的 男朋友 一起 的 時候 ， 我 覺得 又 安全 又 喜樂 。,1,0,0,0
3497_17, 從 博士班 別的 時候 ， 他 找到 了 很 好 的 工作 。,0,0,1,0
3498_1, 我 是 你 最 好 的 朋友 王天華 ， 我 要 告訴 你 我 剛 交 了 的 女朋友 。,0,1,0,0
3498_2, 認識 她 的 時候 ， 在 公園 花園 在 城市 的 北邊 。,1,0,1,1
3498_3, 因為 她 哭 ， 我 問 她 怎麼樣 。,1,0,0,0
3498_5, 我 給 她 說 不用 哭 ， 我 可以 跟 她 去 咖啡廳 給 她 買 一 杯 咖啡 。,0,0,1,0
3498_6, 從 那 天 我們 每 天 見面 。,1,0,0,0
3498_7, 跟 她 有 好 完 ， 我 覺得 很 幸虧 ， 因為 我們 有 一樣 的 興趣 。,0,0,1,0
3498_8, 我們 都 喜歡 去 夜市 ， 看 電影 ， 買 東 ， 什麼 的 。,0,0,1,0
3498_9, 她 也 喜歡 東部 的 風景 好 漂亮 。,0,1,0,1
3498_10, 我們 喜歡 喝 汁 ， 比如說 鳳梨 、 百香果 、 芭樂 ， 什麼 的 。,0,0,1,0
3498_12, 我 的 女朋友 是 一 個 乖乖 的 女生 ， 因為 她 常常 說 客客 氣氣 ， 也 她 的 成績 很 好 。,1,0,1,1
3498_13, 因為 她 跟 她 的 媽媽 一起 住 ， 她 不可以 留在 外面 那麼 晚 ， 所以 她 每 天 睡覺 很 早 ， 也 床起來 很 早 。,1,1,0,1
3498_14, 她 常常 照顧 她 姐姐 的 孩子 ， 因為 她 最 喜歡 孩子 ， 覺得 她 要 有 孩 。,0,0,1,0
3498_15, 我 希望 你 回答 我 的 信 。,0,0,1,0
3500_1, 很 久 沒 通信 你 ， 我 來 台灣 以後 ， 都 沒收到 你 消息 ， 你 最近 的 日子 過 得 怎麼樣 ？,1,0,1,0
3500_2, 從 去年 九月 開始 ， 我 在 一 所 華語 教學 中心 學 中文 ， 出國 留學 讓 我 一 件 很 難忘 的 事 。,1,0,0,1
3500_3, 雖然 我 在 這兒 交 了 的 朋友 很多 ， 可是 有 會兒 心情 不 好 ， 是 因為 我 不但 沒有 跟 同事 說話 ， 而且 沒有 跟 誰 告訴 我 秘密 。,0,1,1,0
3500_5, 那 時候 認識 了 一 位 台灣 原住民 的 女孩 ， 我們 把 些 個人 的 資料 交割 彼此 。,0,0,1,1
3500_6, 像 電子 郵件 ， 行動 號碼 ， 住址 什麼 的 ， 從 那時 起 我們 兩 個 平常 都 聊天 。,1,0,0,0
3500_8, 你 願意 是 我 女友 嗎 ？,0,0,1,0
3500_11, 最 好 的 是 她 的 想法 不錯 ， 我 感謝 天 老爺 讓 我 交 那麼 好 女友 。,1,0,1,0
3500_12, 因為 有的 時候 最近 碰到 怪 女孩 ， 希望 怪 女孩 待 離 我 遠 一點 。,0,1,0,1
3500_13, 你 都 沒想到 我 的 過去 經驗 那麼 好玩 嗎 ？,1,0,1,1
3501_1, 現在 我 到 了 四十八 歲 ， 可是 我 很 久 以前 開始 喝 紅酒 ， 大概 二十 歲 。,1,1,0,1
3501_2, 我 念 大學 的 時候 ， 跟 我 最 好 的 朋友 ， 對於 喝 紅酒 ， 一起 有 越來越 多 興趣 ， 因此 我們 都 參加 大學 的 紅酒會 。,1,0,0,0
3501_3, 一 天 在 學會 ， 會長 介紹 那 本 書 ， 他 說 那 本 書 是 世界 上 最 重要 的 。,0,0,1,0
3501_5, 因為 我 對 紅酒 有 興趣 ， 所以 我 念 很多 那 個 題目 的 書 ， 但是 我 覺得 那 本 跟 別的 本 不 一樣 。,1,1,1,0
3501_6, 在 那 本 書 ， 可以 唸 怎麼 喝 紅酒 ， 紅酒 怎麼 生產 ， 為什麼 嚐 得 不 一樣 。,1,0,1,0
3501_8, 那 本 書 的 作者 是 一 個 很 有名 的 人 ， 也 他 的 紅酒 經驗 很 大 。,0,0,1,1
3501_9, 因為 他 的 評論 是 很 公平 的 ， 並且 他 知道 全部 國家 的 紅酒 ， 所以 如果 你 要 喝喝 看 新 的 酒 ， 可以 聽 他 的 建議 。,0,0,1,0
3501_10, 我 已經 盼望 了 他 的 下 一 本 出版 ！,0,1,1,0
3501_11, （ 在 電腦 不 知道 怎麼 寫 英文 ， 因此 沒 寫 書 的 名字 ） 。,1,0,0,0
3503_1, 現在 如果 身體 發生 某 個 問體 ， 我 就 先 找 中醫 看病 。,1,0,0,0
3503_2, 事實 上 ， 我 自己 僅 看 中醫 課本 ， 因為 我 很 想 多一點 理解 中醫 基本 理論 與 原則 。,0,0,1,0
3503_3, 為了 這 個 原因 ， 我 常常 會 看 一些 關於 中藥 的 電視 題目 。,0,0,1,0
3503_5, 我 馬上 對 這 一 本 有 興趣 ， 因為 它 沒有 那麼 複雜 ， 語言 比較 靠近 白話 。,0,0,1,0
3503_10, 我 認為 圖片 很 重要 ， 因為 可以 幫 閱讀 者 理解 人體 內 很 複雜 的 系統 、 穴道 與 所有 的 內臟 能力 。,0,0,1,0
3503_14, 所以 需要 強調 這 本 屬於 入門 中醫 的 書 。,0,0,0,1
3503_15, 對 中醫 有 興趣 ， 不過 還 沒有 很多 經驗 的 人 ， 一定 會 享受 這 一 本 書 。,0,0,1,0
3504_0, 我 喜歡 看 小說 ， 有 一 本 小說 對 我 很 有 興趣 。,0,0,1,0
3504_2, 這 本 書 說 ： 如果 你 喜歡 一 個 人 ， 你 應該 不要 只 看 外表 ， 也 看 他 的 內表 。,1,0,1,0
3504_5, 他 只 認識 兩 個 月 ， 馬上 就 結婚 了 ， 所以 當 了 他 的 太太 。,1,0,1,0
3504_7, 她 對 別人 真 不 客氣 ， 常常 怪 別人 ， 她 要 什麼 東西 ， 應該 拿到 。,1,0,1,0
3504_8, 先生 越來越 知道 了 ， 她 的 太太 心 裡 跟 外表 不 一樣 漂亮 。,0,1,1,0
3504_9, 去年 以前 我 生日 的 時候 ， 我 朋友 給 我 這 本 小說 。,0,1,0,0
3504_11, 他 覺得 這 本 書 很 有 力量 ， 讓 我 知道 要 做 什麼 事情 是 很 好 的 。,0,1,0,0
3504_13, 本來 我 也 只 看 男生 的 外表 ， 後來 我 應該 注意 他 的 內表 。,1,0,1,0
3504_14, 這 本 書 很 有意思 ， 越來越 喜歡 了 。,1,0,0,0
3504_17, 現在 這 本 書 我 給 我 好朋友 了 。,1,0,0,0
3504_18, 讓 他 知道 這 本 書 裡面 很 有意思 。,0,1,0,0
3505_0, 我 最 喜歡 看 一 個 美國 當代 作家 保羅奧斯特 寫 的 書 。,0,0,1,0
3505_2, 這 本 書 包括 三 篇 小 故事 ， 大概 的 內容 都 是 偵探 故事 ， 不過 故事 裡 卻 沒 發生 甚麼 ， 這 本 書 的 內容 很 難 解釋 ， 舉 個 例子 來 說 ， 玻璃 之 城 的 男 主角 有 一 天 接到 打錯 的 電話 ， 對象 以為 那 個 男 主角 是 個 偵探 ， 所以 要 讓 他 觀察 一 個 危險 人物 ， 不過 那 個 危險 人物 一直 沒 做 甚麼 ， 男 主角 越來越 被 弄糊塗 了 。,0,1,1,0
3505_6, 這些 故事 好像 有 哲學 的 感覺 ， 有 些 地方 看 不 懂 ， 所以 不 是 每 個 人 覺得 好看 的 。,1,0,1,0
3505_9, 我 很 喜歡 看 保羅奧斯特 寫 的 書 ， 是 因為 他 寫 的 故事 給 我 很多 想像 的 空間 ， 那 個 故事 裡 常常 發生 不 常理 的 事 ， 再 說 他 很 會 描述 紐約 的 大都會 的 氣氛 。,1,0,0,0
3506_1, 我 有 兩 個 小孩子 ， 每 天 他們 睡 前 ， 我 給 他們 聽 故事 的 。,0,0,1,0
3506_2, 所以 我 家 有 三百多 的 日文 和 中文 的 繪本 。,1,0,0,0
3506_3, 我 每 天 選 兩三 本 的 繪本 給 他們 聽 的 。,1,1,0,0
3506_4, 這 本 雨天 的 時候 才 給 小孩子 聽 的 。,1,0,0,0
3506_5, 因為 容 都 是 下雨天 的 故事 。,0,0,1,0
3506_6, 我 覺得 下雨天 的 時候 才 有意思 。,1,0,0,0
3506_11, 這 本 書 很 特別 的 。,0,1,0,0
3506_12, 沒有 文章 ， 都 是 畫畫 而已 。,0,0,1,0
3506_13, 故事 的 開始 是 開始 下雨 的 。,0,1,0,0
3506_14, 然後 ， 有 毛毛雨 的 畫 ， 有 下 大雨 的 畫 ， 颱風 的 樣子 。,1,0,0,0
3506_15, 最後 停雨 了 ， 太陽 出來 了 。,0,0,0,1
3506_16, 這 本 真的 畫畫 而已 ， 但是 小孩子 會 感覺到 雨天 ， 也 會 聞 得 到 淋雨 的 草 的 味道 ， 也 會 聽 得 到 雨 的 聲音 和風 聲音 。,0,0,1,0
3506_17, 最後 太陽 出來 了 ， 小孩子 想到 明天 的 玩 的 事情 。,0,1,0,0
3507_3, 那 本 書 是 我 姊姊 介紹 我 的 。,1,0,0,0
3507_5, 我 一 開始 看 ， 就 不能 停 了 。,0,0,1,0
3507_9, 有 一 天 她 爸爸 告訴 她 ， 是 一 個 公主 。,1,0,0,0
3508_1, 那 個 時間 我們 學生 每 個 月 有 機會 可以 看 世界 地理 雜誌 。,1,0,1,0
3508_2, 每 本 雜誌 上 有 不 一樣 的 世界 地方 文章 ， 還是 對 我 很 有意思 。,1,1,0,0
3508_3, 我 在 大學 念 書 的 時候 ， 我 的 系 不 是 地理系 ， 可是 我 還 對 世界 地理 很 有 興趣 。,0,1,0,0
3508_4, 有 一 天 我 跟 男朋友 去 一 家 書店 ， 過去 一 個 書架 ， 有 很多 地理 的 書 。,0,0,1,0
3508_6, 我 最 喜歡 的 書 是 這 本 書 ： 世界 地理 （ 我 從來 沒 知道 他 也 對 地理 有 興趣 ） 我 看 一下 那 本 書 以後 ， 也 覺得 很 有意思 ， 他 說 如果 你 喜歡 ， 我 就 買給 你 所以 買 了 以後 ， 我們 就 馬上 去 公園 看 那 本 書 。,1,0,1,0
3508_7, 世界 地理 的 書 有 全部 我 小時候 看過 的 世界 地理 雜誌 ， 還 有 好多 好 漂亮 的 世界 相片 。,0,0,1,1
3508_8, 在 書 上 我 最 喜歡 的 相片 是 在 海邊 晚上 照相 的 。,1,0,1,0
3508_10, 每 次 看 那 張 相片 讓 我 覺得 很 獨立 、 沒有 認真 。,1,0,1,0
3509_4, 筆者 是 有 一 家 書店 的 老闆 。,0,1,1,0
3509_6, 他們 賣 的 書 不 是 在 市場 推銷 的 ， 而是 自己 覺得 好 書 或是 值得 推薦 。,1,0,0,0
3509_7, 老闆 跟 店員 每 天 都 看 著 好多 書 。,1,1,1,0
3509_9, 沒 讀 過 的 書 一定 不會 排 。,0,0,1,0
3509_10, 他們 不 是 像 一般 的 書店 。,1,0,0,0
3509_12, 有 心事 的 人 誰 都 會 去 。,0,1,0,0
3509_15, 客人 回家 以後 可以 自己 讀書 ， 從 這 一 本 書 能 得到 很多 意見 ， 想法 ， 知識 。,1,0,0,0
3509_17, 老闆 說 一 本 書 不 是 只是 加強 你 的 知識 。,0,1,0,0
3509_20, 我 想 幫助 他們 ， 我 開始 這 個 辦法 。,1,0,0,0
3509_21, 老闆 說 幸福 的 條件 就 是 要 讓 別人 開心 ， 他們 會 對 你 感謝 ， 你 才 覺得 自己 很 幸福 看完 這 個 故事 以後 ， 我 就 馬上 跑去 這 一 家 書店 。,0,1,0,1
3510_0, 我 最 喜歡 的 書 是 日本 的 作家 寫 的 書 ， 書 的 名字 是 我 是 貓 ， 這 本 書 是 對 貓 來 說 的 平常 日子 的 生活 的 內容 。,0,0,1,0
3510_1, 這 個 貓 是 沒有 名字 ， 所以 文章 上 要 說 自己 的 名字 的 話 ， 它 一定 說 我 是 貓 。,1,0,1,0
3510_2, 可是 我 的 名字 還 沒有 。,0,0,0,1
3510_4, 人 來 這裡 ， 就 它 開來 的 人 玩笑 ， 因為 它 覺得 來 這裡 的 人 看起來 都 很 忙 ， 所以 它 常 說 ， 我 不 懂 他們 為什麼 這麼 趕做 ？,1,0,1,1
3510_5, 我 十二 歲 的 時候 知道 這 本 書 ， 在 小 中 學校 上課 的 時候 ， 我 的 老師 給 我 推銷 。,1,1,1,0
3510_6, 對 他 來 說 這 個 書 裡 的 文法 跟 漢字 不 太 難 ， 我 也 可以 看 得 懂 。,0,0,1,0
3510_8, 因為 這 本 書 對 學生 很 有意思 。,1,0,0,0
3510_9, 可是 那 個 時候 不 就 看書 ， 對 日本 書 沒有 興趣 。,0,0,1,0
3510_10, 從 進 高中 學校 起 看 這 本 書 ， 看起來 就 喜歡 這 本 書 ， 因為 貓 的 開玩笑 很 有意思 。,1,1,1,1
3510_11, 看 了 這 本 書 以後 ， 我 覺得 這 本 書 可 看 的 句子 很多 ， 所以 我 也 推銷 我 的 表弟 。,1,0,1,0
3511_3, 我 最近 想要 再 看 蘇菲 的 世界 ， 是 一般來說 簡單 的 哲學書 。,0,0,0,1
3511_4, 我 曾經 看過 翻譯 日文 的 ， 現在 找 一 找 中文 的 。,1,0,1,0
3511_5, 這 本 書 的 內容 是 一 個 女孩 去 過去 的 旅行 ， 她 跟 一 位 老 哲學 者 一起 去 看 歷史 ， 跟 他 學 哲學 。,0,0,1,0
