id,sentence,M,R,S,W
0035_2, 我 聽說 你 最近 找到 一 份 工作 ， 我 為 你 很 高興 。,0,0,0,1
0035_3, 你 又 聰明 又 用功 ， 所以 我 知道 你 一定 找到 很 好 的 工作 。,1,0,1,0
0035_4, 雖然 我 想 ， 可是 我 不能 參加 你 的 祝會 。,1,0,1,0
0035_5, 現在 我 很 忙 ， 下 個 星期 我 有 很多 考試 。,0,0,1,0
0035_7, 我 一 完 了 考試 ， 就 回家 。,1,0,0,0
0036_1, 昨天 才 收到 了 你 的 信 ， 歡迎 我們 來 你 家 的 會 。,0,1,1,0
0036_2, 我 很 高興 你 有 了 這 個 很 好 的 機會 。,0,1,0,0
0036_3, 我 這 個 星期 已經 約好 了 ， 所以 不能 來 參加 你 的 會 。,1,0,1,0
0036_4, 真 麻煩 你 了 。,1,0,0,0
0037_7, 希望 大家 都 很 高興 跟 你 慶祝 慶祝 。,1,0,0,0
0037_8, 你 的 慶祝會 一定 開 得 很 熱鬧 。,1,1,0,0
0039_2, 我 聽 過 ， 你 找到 工作 了 。,0,1,1,0
0039_3, 我 很 高興 聽 這 件 事 ， 是 因為 現在 找 工作 不 容易 。,1,0,1,0
0039_5, 但是 我 一定 送給 你 一 把 很 大 的 花 。,1,0,0,0
0040_2, 我 聽說 你 找到 工作 ， 恭喜 恭喜 ！,1,0,0,0
0040_3, 我 覺得 你 高興 得 不得了 。,1,0,0,0
0040_9, 我 真的 可惜 喔 ！,0,1,0,0
0041_1, 我 聽說 你 最近 找到 工作 ！,1,0,0,0
0041_4, 我 知道 你 明天 想 開 晚會 ， 可是 我 不能 參加 ， 我 明天 要 去 加拿大 看 我 的 父母 ， 因為 是 我 媽媽 的 五十 歲 生日 。,0,0,1,0
0042_2, 我 聽說 你 找到 了 工作 了 。,0,1,0,0
0042_5, 現在 我們 很 難找 工作 了 。,0,1,0,0
0042_6, 所以 請 你 好好兒 的 工作 ！,0,0,1,0
0042_7, 我 本來 要 參加 這 個 會 的 ， 可是 我 今天 有 一點兒 事情 一定 要 做完 。,0,0,1,0
0042_8, 所以 我 寫 這 一 張 卡 送給 你 的 。,0,1,1,0
0043_2, 現在 工作 越來越 難找 ， 可是 你 很 快 得 找到 了 ！,1,0,1,0
0045_1, 慶祝 妳 找到 了 工作 。,0,0,1,1
0045_2, 最近 找到 了 工作 越來越 難 。,1,0,0,1
0045_6, 慶祝會 的 時候 我 已經 在 美國 。,1,0,0,0
0045_8, 決定 了 我 的 家 ， 就 給 妳 打電話 。,1,0,0,0
0046_2, 我 知道 最近 工作 越來越 難找 。,1,0,0,0
0046_4, 我 知道 你 開 的 那 個 慶祝會 很 有意思 ， 有 很多 朋友 來 ， 我 很 想 參加 ， 可是 我 最近 忙 得 不得了 ， 這 次 我 有事 不能 參加 ， 下 次 我 一定 參加 。,1,0,0,0
0047_1, 謝謝 你 請 我 去 你 的 會 ， 我 真的 高興 你 找到 一 新 的 工作 了 。,1,1,1,0
0047_2, 可是 ， 我 告訴 你 不 太 好 的 新聞 ， 那 天 我 忙 的 不得了 ， 所以 我 不能 去 看 你 。,1,0,1,0
0047_4, 我們 應該 打算 改天 一起 出去 別的 地方 放玩兒 。,0,1,0,0
0047_5, 有空 的 時候 ， 就 打電話 給 你 。,0,0,1,0
0048_4, 但是 我 不能 參加 因為 我 得 去 台南 看見 我 父母 。,0,0,1,0
0048_5, 我 真的 要 去 你 的 舞會 ， 真的 對不起 呢 。,1,0,1,0
0048_6, 如果 我們 有空 ， 一起 去 吃飯 ， 好,1,0,0,0
0051_2, 妳 找到 好好 的 工作 了 。,0,0,1,0
0051_7, 可是 明天 對不起 ， 我 不能 去 妳 的 祝會 ， 因為 我 在 生病 。,1,1,1,0
0051_9, 雖然 我 不能 去 ， 但是 別人 他們 都 去 。,1,0,0,0
0051_10, 所以 你 的 祝會 一定 很 好玩 。,1,0,1,0
0051_11, 如果 下 一 次 我 一定 去 參加 。,0,1,0,0
0052_3, 慶祝 慶祝 最近 你 找到 工作 。,0,0,1,0
0052_4, 我們 大學生 的 時候 ， 你 很 用功 了 ， 所以 我 已經 知道 你 會 找到 很 好 的 工作 。,1,1,1,0
0052_5, 本來 我 計畫 參加 你 的 祝慶會 ， 可是 那 天 我 感冒 了 ， 所以 我 先 去 看醫生 ， 再 去 你 的 祝慶會 。,0,0,1,0
0057_0, 這 個 男孩子 早上 六點半 起床 ， 馬上 就 去 上學 了 。,1,0,0,0
0057_3, 我 想 約 妳 下課 去 以後 去 看 電影 。,0,1,0,0
0057_7, 他們 在 公車 裡面 就 決定 要 看 哪 種 電影 ， 所以 一 到 電影院 ， 就 買 了 影票 進去 裡面 找 位子 。,0,0,1,0
0057_10, 他 朋友 跟 他 說 了 ， 他 今天 覺得 很 開心 ， 下 次 再 約 她 。,1,0,0,0
0057_12, 笑 著 笑 著 回家 。,1,0,1,0
0058_0, 我 每 天 六點 三十分 起來 ， 起來 以後 ， 就 馬上 洗澡 了 。,0,1,0,0
0058_2, 八點 二十分 坐 公共汽車 到 學校 去 ， 就 看 書 。,1,0,0,0
0058_4, 在 學校 念 書 的 時候 ， 我 很多 努力 ， 是 因為 我 最 喜歡 看書 。,0,1,0,0
0058_5, 但是 有的 時候 ， 跟 朋友 聊 半 天 。,0,1,0,0
0058_8, 坐 公車 的 時候 ， 常常 跟 他 很多 說說話 。,0,1,0,0
0058_9, 我 跟 他 說 的 話 ， 把 最近 流行 的 電視 、 電影 、 衣服 什麼 的 聊聊 。,1,1,0,0
0059_1, 他 平常 起床 七點鐘 ， 因為 他 明天 沒 洗澡 所以 他 起 一點 床 了 。,1,0,1,1
0059_2, 昨天 他 寫 很多 功課 所以 今天 他 很 累 。,1,0,0,0
0059_3, 他 在 學校 念 著 書 的 時候 他 跟 林美美 說話 。,0,1,0,0
0059_4, 今天 林美美 要 做 什麼 。,1,0,0,1
0059_9, 在 公車 張愛文 問 林美美 要 吃 什麼 東西 。,1,0,0,0
0059_10, 林美美 想 吃 義大利麵 所以 到 家 他們 去 吃 義大利麵 的 餐廳 。,1,0,0,0
0059_12, 林美美 想 看 最 新 的 電影 所以 他們 看 一 個 新 的 美國 電影 。,1,0,0,0
0060_0, 今天 張愛文 很 忙 ， 做 了 多事 。,1,0,0,0
0060_4, 他 到 了 公車站 以後 ， 公車 馬上 來 了 。,1,0,0,0
0060_6, 他 坐 在 教室 前 跟 林美美 。,0,0,1,1
0060_13, 公車 沒有 空 的 椅子 ， 都 有 大人 跟 小孩子 。,1,0,0,0
0060_15, 在 電影院 的 人 很多 ， 都 要 看 最 新 的 電影 。,1,0,0,0
0060_16, 張愛文 和 林美美 決定 也 要 看 最 新 的 電影 ， 他們 聽 了 說 最 新 的 電影 又 有趣 又 好看 。,0,1,1,0
0060_17, 他們 買 了 兩 張 票 還 有 甜 點心 。,0,0,1,0
0060_18, 他們 看 了 新 電影 就 高興 ， 是 因為 新 電影 真的 很 好看 也 很 有 興趣 。,1,1,1,0
0060_19, 新 電影 完 了 以後 ， 張愛文 跟 林美美 一起 到 他們 最 喜歡 的 餐廳 車 吃 晚飯 。,0,0,1,0
0060_20, 他們 都 有 很 好 的 天 ！,1,0,0,0
0061_0, 張愛文 住在 台北 ， 他 是 十六 歲 。,0,1,0,0
0061_1, 他 每 天 六點半 上床 了 。,0,1,1,0
0061_4, 每 天 有 很多 課 ， 張愛文 很 用功 。,1,0,0,0
0061_8, 他們 在 公車 聊天 。,1,0,0,0
0061_10, 個個 都 很 好吃 。,0,0,1,0
0061_13, 他們 看到 一 個 美國 的 電影 。,1,0,1,0
0061_14, 愛文 覺得 不錯 可是 美美 不 太 喜歡 ， 她 覺得 一點 奇怪 。,1,0,0,0
0064_0, 我 今天 睡覺 的 時候 ， 夢到 了 我 認識 一 個 很 漂亮 的 女生 。,1,0,0,0
0064_2, 可是 我 今天 在 數學課 的 時候 幫 一 個 同學 的 忙 。,1,0,0,0
0064_3, 她 的 名字 是 林美美 ， 她 漂亮 的 沒 話 說 。,0,0,1,0
0064_4, 除了 那麼 漂亮 之外 ， 也 有 魅力 。,1,0,0,0
0064_5, 因為 沒有 一 個 男生 不 喜歡 她 ， 我 以為 她 不會 跟 我 約 。,0,0,1,0
0064_6, 不過 ， 我們 在 公車 的 時候 ， 她 過來 到 我 的 旁邊 ， 讓 我 緊張 得 不得了 。,1,0,1,0
0064_8, 我 跟 她 去 最好 電影院 ， 那 個 地方 天天 都 熱鬧 極了 ， 其實 有的 時候 你 還可以 跟 一 個 明星 碰到 ！,1,1,0,1
0064_9, 我們 看 了 一 部 卡通 的 電影 。,0,1,0,0
0064_10, 現在 我 已經 回家 了 ， 躺 在 床 上 在 想 ， 難道 我 的 美 夢 成為 真的 呢 ？,1,1,1,0
0065_1, 在 家 吃 了 早飯 ， 我 就 到 學校 坐 公車 去 。,0,0,0,1
0065_2, 今天 我 上 了 一 個 數學 的 課 。,0,1,1,0
0065_3, 我 跟 我 旁邊 坐 的 同學 喜歡 念 數學 ， 所以 上課 的 時候 ， 我們 常常 討論 怎麼 解決 數學 的 問題 。,1,0,0,1
0065_5, 今天 一起 坐 公車 回家 的 時候 ， 我 的 女朋友 跟 我 說 最近 有 她 朋友 推薦 的 電影 ， 所以 我們 決定 在 我們 家 附近 的 電影院 看 那 個 電影 。,0,0,1,0
0065_6, 那 個 電影 很 好看 。,0,0,1,0
0065_7, 我 明天 推薦 我 的 同學 看 這 個 電影 。,1,0,1,0
0066_1, 可是 今天 早上 我 七點半 起床 。,1,0,0,0
0066_2, 是 因為 今天 我 跟 林美美 有 一 個 約會 。,0,0,1,0
0066_4, 所以 我 等不及 跟 他 約會 的 時間 。,1,1,0,0
0066_6, 所以 我 早點 準備 以後 去 學校 。,1,0,0,0
0066_8, 是 因為 他 的 位子 就 是 我 的 後面 。,0,0,1,0
0066_9, 下課 以後 我 跟 美美 一起 坐 公車 。,1,0,0,0
0066_11, 對 我 來說 ， 只有 看 她 也 很 高興 。,1,1,0,0
0066_12, 到 了 電影館 以後 ， 我們 選 一 部 電影 。,1,0,1,0
0066_15, 所以 我們 選 那 部 電影 。,1,0,0,0
0066_17, 那 部 電影 又 好看 又 意思 。,1,0,0,0
0066_19, 看 電影 以後 我 送 她 回家 。,0,0,1,0
0066_20, 今天 對 我 來 說 過 得 很 快 ， 還 有 很 有意思 。,0,0,1,0
0067_2, 吃 了 早餐 ， 張愛文 去 學校 上課 。,1,0,0,0
0067_4, 數學班 上 他 的 同學 包括 林美美 。,0,0,1,0
0067_5, 張愛文 當然 很 高興 再 見到 她 ， 對 她 真 有 興趣 。,1,0,1,0
0067_9, 到 了 電影場 以後 ， 張愛文 買 了 兩 張 電影票 ， 把 一 張 給 林美美 了 。,0,1,1,0
0067_10, 他們 都 欣賞 了 這 場 電影 ， 讓 他們 都 感到 高興 的 才 是 在一起 。,0,1,0,0
0068_1, 她 有 上課 的 時候 ， 她 的 習慣 是 每 天 六點半 起床 。,0,1,0,0
0068_5, 她們 的 關係 很 好 的 朋友 。,1,0,0,0
0068_7, 上課 的 時候 ， 林美美 跟 張愛文 說 ： 我 想要 看 一 部 電影 ， 所以 今天 下 了 課 以後 ， 跟 妳 一起 去 看 電影 嗎 ？,1,1,0,0
0071_2, 他 是 高中 他 從 ８點半 開始 上課 ， 內容 是 數學 。,0,0,1,0
0071_4, 每 天 他 跟 同學 教 數學 ， 他 對 同學 很 客氣 。,0,1,0,1
0071_5, 下 了 課 以後 ， 為了 看 電影 ， 張愛文 跟 林美美 從 台北 車站 坐 公共汽車 到 古亭 車站 去 了 。,1,0,0,0
0071_6, 張愛文 跟 林美美 是 從 小時候 認識 的 老朋友 。,1,0,0,0
0072_0, 今天 張愛文 六點半 醒過來 了 ， 所以 他 的 媽媽 嚇一跳 ， 問 自己 的 孩子 ： 你 今天 為甚麼 這麼 早 起來 ？,1,0,0,0
0072_1, 他 說 ： 因為 我 今天 跟 美美 約會 ， 高興 得 早 醒過來 了 。,1,0,0,0
0072_2, 在 學校 愛文 坐 在 美美 的 旁邊 ， 上課 的 時候 也 常常 跟 她 說話 。,1,0,0,0
0072_6, 到 電影院 以後 ， 他們 決定 看 甚麼 電影 ， 買 票 跟 飲料 。,1,0,0,0
0072_7, 那 部 電影 很 熱門 ， 所以 馬上 客滿 了 ， 幸好 他們 早 到 電影院 ， 要不然 不能 買 票 。,1,0,1,0
0073_0, 張愛文 今天 早上 六點半 起床 了 ， 他 知道 今天 高中 三年級 的 最後 一 天 ， 是 個 很 重要 的 天 ， 所以 他 在 床 上 坐 著 想 一 想 他 的 計畫 。,1,0,1,0
0073_1, 張愛文 從 念 國小 的 時候 一直 喜歡 一 個 女生 叫 林美美 ， 可是 從來 沒 跟 她 說 過 ， 張愛文 決定 今天 他 要 鼓起 勇氣 告訴 她 。,1,0,0,0
0073_2, 早上 的 三 節 課 張愛文 想 告訴 她 ， 可是 每 次 正 要 開始 說話 ， 他 變 得 害羞 得 一 句 話 都 不能 說 。,1,0,1,0
0073_3, 終於 數學科 時 到 了 ， 林美美 坐 在 他 的 旁邊 ， 張愛文 想 了 ： 如果 我 現在 不 告訴 她 ， 我 沒有 別 的 機會 。,1,1,1,0
0073_4, 所以 他 不 想 著 突然 大聲 地 說 ： 林美美 我 喜歡 你 ！,0,1,0,0
0073_5, 全 班 笑起來 了 ， 可是 林美美 說 了 她 也 喜歡 張愛文 。,0,1,0,1
0073_7, 下 了 課 他們 一起 離開 學校 ， 坐 公車 去 電影館 。,0,0,1,0
0073_9, 不久 她們 到 電影館 ， 張愛文 買 了 票 、 可樂 ， 和 巧克力 然後 他們 進去 電影場 。,1,0,1,0
0073_10, 他們 看 了 一 個 很 可愛 的 電影 ， 一 個 小 雞 一 個 人 去 火星 。,1,0,1,0
0073_11, 張愛文 跟 林美美 看 電影 以後 他們 去 吃 冰淇淋 。,1,0,0,0
0073_13, 張愛文 覺得 今天 真是 個 好 天 。,0,0,1,0
0074_0, 今天 我 早上 六點半 起床 ， 我 起 了 床 ， 記得 今天 我 跟 林美美 下 了 課 再 跟 她 一起 去 看 電影 ， 所以 今天 我 特別 高興 。,0,1,1,0
0074_1, 今天 在 上課 學到 最 難 的 課 ， 我 跟 別的 同學 也 覺得 本來 是 這樣 ， 我 的 同學 不 太 懂 ， 正好 我 昨天 剛才 念 這 個 問題 ， 所以 把 他 不 懂 的 問題 再 教給 他 ， 後來 他 跟 我 說 ： 謝謝 你 ， 現在 我 懂 了 。,1,1,1,0
0074_2, 我 聽 過 就 很 高興 了 。,0,1,1,0
0074_3, 現在 快 下課 了 ， 我 真的 緊張 跟 林美美 見面 ， 因為 這 次 是 第一 次 跟 她 約會 ， 我 的 計畫 是 跟 她 一起 去 看 電影 ， 除了 看 電影 以外 ， 還 有 時間 我 也 帶 他 去 吃飯 。,1,0,1,1
0074_5, 下課 了 ， 我 馬上 去 學校 門口 等 他 了 。,1,0,0,0
0074_6, 我 跟 她 是 同時 去 門口 的 ， 沒有 人 先 等 那 就 好 了 ， 我 跟 她 上 公車 的 時候 ， 交通 很 不 好 ， 路 上 都 塞車 ， 那 個 時間 我 跟 她 說 很多 話 。,1,0,1,0
0074_7, 下 公車 的 時候 ， 時間 快 到 了 ， 我們 只好 買 吃 的 東西 再 馬上 去 電影院 ， 那 個 電影 很 有 興趣 ， 也 很 好玩 。,1,0,1,0
0075_2, 今天 的 天氣 非常 好 所以 經常 坐 捷運 去 學校 不過 今天 走路 去 學校 。,1,0,1,0
0075_4, 因為 愛文 不 喜歡 數學 所以 跟 朋友 一直 聊天 了 。,0,1,0,0
0075_8, 他們 看 了 電影 是 很 可愛 的 故事 。,0,0,1,0
0075_10, 看 了 完 以後 他們 去 吃 晚飯 。,0,1,0,0
0076_1, 昨天 六點半 我 是 起床 的 。,0,1,0,0
0076_2, 每 天 起床 的 時候 我 很 累 ， 我 不 喜歡 起床 。,1,0,0,0
0076_3, 我 每 天 吃 了 早飯 ， 就 上課 。,1,0,0,0
0076_6, 所以 我 昨天 跟 他 說 了 英國 的 話 。,0,0,1,0
0076_7, 要是 我們 上課 的 時候 說話 ， 我 的 老師 說 對 我們 ： 現在 不必 說話 ！,1,0,1,1
0076_8, 下 了 課 我 昨天 在 學校 的 門口 是 等 我 女朋友 的 。,0,1,0,0
0076_10, 我 一定 覺得 她 很 好看 。,0,1,0,0
0076_11, 我們 從 學校 坐 公車 到 一 間 飯館兒 一起 去 。,0,0,0,1
0076_15, 下 了 電影 ， 我 就 回家 了 。,0,0,1,0
0078_0, 張愛文 起床 每 天 六點半 。,0,0,0,1
0078_1, 今天 的 天氣 很 好 和 不 怎麼 熱 。,0,0,1,0
0078_2, 我 起床 的 時候 ， 吃 早飯 。,0,1,1,0
0078_4, 只有 十 分鐘 就 到 了 。,0,0,1,0
0078_10, 下 了 課 的 時候 ， 張愛文 和 她 的 好朋友 林美美 一起 坐 公共汽車 去 看 電影 。,0,1,1,0
0078_14, 然後 ， 她 回家 七點 。,0,0,1,1
0080_1, 王 大好 是 在 大安 大學 的 學生 。,0,1,0,0
0080_2, 他 有 一 個 女朋友 叫 林美美 ， 兩 個 都 有 一樣 的 班課 。,1,1,0,0
0080_3, 王大好 聽說 有 一 個 很 好看 的 新 電影 叫 電腦人 ， 所以 上課 的 時候 ， 王 大好 對 林美美 說 ： 下課 以後 你 有 時間 嗎 ？,0,0,1,0
0080_5, 因為 林美美 很 喜歡 他 ， 她 說 ： 當然 上 跟 你 去 ！,1,0,1,0
0080_6, 下課 以後 了 。,0,0,0,1
0080_8, 電影院 是 在 大安 電影院 。,0,1,0,0
0081_0, 今天 我 有 考試 ， 所以 我 得 六點半 起床 了 。,0,1,0,0
0081_1, 我 洗 了 臉 ， 就 馬上 到 學校 去 考試 。,1,0,0,0
0081_2, 到 了 教室 就 上課 了 。,0,0,1,0
0081_3, 我 覺得 很 緊張 ， 可是 昨天 晚上 我 已經 念 書 念 得 很 好 ， 所以 現在 我 考試 考 得 很 好 。,0,1,1,0
0081_5, 我們 從 學校 門口 等 公車 。,0,0,1,0
0081_6, 公車 快 到 了 ， 我們 馬上 上車 。,0,1,0,0
0081_9, 一 天 完 了 ， 看起來 ， 今天 是 最 好 的 事情 ， 一 天 很 有意思 ， 我 覺得 很 喜歡 。,1,0,1,0
0081_10, 因為 我 很 愛 我 朋友 。,0,0,1,0
0082_1, 他 先 刷牙 、 洗臉 ， 以後 吃 早餐 。,0,0,1,0
0082_3, 他 常常 去 上課 的 時候 ， 坐 公車 。,1,0,0,0
0082_7, 老師 回答 他們 ， 就 了 解 了 。,1,0,0,0
0082_14, 他們 看 一 種 感動片 ， 所以 林美美 很 感動 。,0,0,1,0
0083_0, 張愛文 早上 六點半 起床 了 。,1,0,0,0
0083_4, 他 覺得 在 黑板 寫 著 問題 很 簡單 ！,1,0,0,0
0083_6, 同學 跟 愛文 說 了 ： 請 你 幫 我 解 那 個 問題 。,0,1,0,0
0083_7, 所以 ， 他 教 了 給 同學 。,0,1,0,0
0083_10, 下課 以後 ， 他 跟 林美美 一起 坐 公車 了 。,0,1,0,0
0083_13, 那 電影 是 機器人 的 故事 。,1,0,0,0
0083_16, 那 個 電影 他們 覺得 很 有意思 ， 很 好看 。,0,0,1,0
0084_4, 我 做 功課 的 時候 ， 吃 早飯 。,0,0,1,0
0084_7, 我 剛 來 學校 的 時候 ， 林美美 請 我 幫 她 做 她 的 功課 。,0,0,1,0
0084_8, 我 告訴 她 我 現在 不能 幫 她 ， 因為 我們 的 時間 不 夠 ， 可是 今天 晚上 可以 幫 她 。,1,0,0,0
0084_15, 下課 的 時候 ， 林美美 對 我 說 ， 我們 做 了 功課 以後 ， 可以 去 看 電影 好 不 好 ？,0,1,0,0
0084_19, 我們 上 公車 的 時候 談談 。,0,0,1,0
0084_21, 她 又 好看 又 高興 。,0,0,1,0
0084_23, 因為 她 很 聰明 ， 我 只 做 半 個 鐘頭 的 功課 。,1,0,0,0
0084_25, 我們 決定 看 一 個 美國 的 電影 ， 因為 它 好像 很 好看 。,0,0,1,0
0084_26, 看 電影 以後 ， 我們 都 回家 了 。,0,0,1,0
0085_0, 今天 張愛文 早上 六點半 就 起床 ， 然後 去 學校 上課 。,1,0,0,0
0085_1, 在 學校 因為 他 很 用功 常常 坐 最 前面 的 椅子 。,0,0,1,0
0085_5, 在 公車 裡 ， 愛文 跟 美美 談 了 學校 的 話 。,0,0,1,0
0085_7, 到 了 電影館 ， 他們 都 坐 了 最後 的 椅子 。,0,0,1,0
0085_8, 美美 從 很 長 時間 以前 要 看 這 個 電影 ， 所以 她 很 高興 。,1,0,1,0
0085_9, 可是 愛文 對 這 種 電影 沒有 興趣 ， 所以 他 睡覺 了 。,0,0,1,0
0086_1, 今天 我 六點半 起來 了 。,1,0,0,0
0086_3, 我 吃 了 早飯 以後 ， 再 去 學校 。,0,0,1,0
0086_4, 今天 的 課 很 有趣 ， 老師 高高興興 地 教書 ， 再 說 他 讓 我們 休息 很 長 時間 。,1,0,1,0
0086_7, 我 跟 他 說 我 今天 有事 ， 明天 下課 了 以後 ， 我 就 跟 他 做 功課 了 。,0,1,1,0
0086_11, 出 了 電影館 以後 ， 我們 在 路 上 散散 步步 。,0,0,1,0
0088_0, 今天 早上 六點半 ， 張愛文 起床 。,1,0,0,0
0088_1, 他 準備 他 的 書包 以後 ， 去 廚房 做 早飯 。,1,0,0,0
0088_2, 吃飽 了 以後 ， 他 拿 他 的 書包 因為 他 得 上課 。,1,0,0,0
0088_6, 下課 以後 ， 他 坐 公共汽車 。,1,0,0,0
0088_10, 美美 說 她 沒有 ， 所以 愛 文 請 她 去 看 一 部 電影 。,1,0,0,0
0088_12, 有 一 部 電影 我 很 要 看 ， 我們 去 看 ！,1,0,1,0
